fighter,opponent,method,round,time,time_format,referee,event_date,event_location,event_url,f_rd1_KD,f_rd1_Sig_str,f_rd1_Total_str,f_rd1_Sub_att,f_rd1_Rev,f_rd1_Ctrl,o_rd1_KD,o_rd1_Sig_str,o_rd1_Total_str,o_rd1_Sub_att,o_rd1_Rev,o_rd1_Ctrl,f_rd1_Head,f_rd1_Body,f_rd1_Leg,f_rd1_Distance,f_rd1_Clinch,f_rd1_Ground,o_rd1_Head,o_rd1_Body,o_rd1_Leg,o_rd1_Distance,o_rd1_Clinch,o_rd1_Ground
Erick Montano,Enrique Marin,Decision - Split,3,5:00,3 Rnd + OT (5-5-5-5),Gary Copeland,"November 21, 2015","Monterrey, Nuevo Leon, Mexico",http://ufcstats.com/event-details/243b07fc65ccbb16,0,20 of 34,22 of 36,0,0,0:51,0,9 of 38,13 of 44,0,1,1:02,15 of 26,2 of 3,3 of 5,18 of 32,2 of 2,0 of 0,7 of 34,0 of 1,2 of 3,9 of 36,0 of 1,0 of 1
James Moontasri,Anton Zafir,KO/TKO,1,4:36,3 Rnd (5-5-5),Steve Perceval,"November 14, 2015","Melbourne, Victoria, Australia",http://ufcstats.com/event-details/8d04923f2db59b7f,1,11 of 21,13 of 23,0,0,0:03,0,17 of 25,31 of 40,0,0,2:50,5 of 14,3 of 4,3 of 3,8 of 11,1 of 2,2 of 8,8 of 14,6 of 8,3 of 3,5 of 11,5 of 7,7 of 7
Daniel Kelly,Steve Montgomery,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,"November 14, 2015","Melbourne, Victoria, Australia",http://ufcstats.com/event-details/8d04923f2db59b7f,0,25 of 43,55 of 74,0,0,3:32,0,7 of 34,8 of 35,0,0,0:00,24 of 42,1 of 1,0 of 0,7 of 18,3 of 4,15 of 21,3 of 29,4 of 5,0 of 0,4 of 30,2 of 3,1 of 1
Horacio Gutierrez,Enrique Barzola,Decision - Unanimous,3,5:00,3 Rnd + OT (5-5-5-5),Mario Yamasaki,"November 21, 2015","Monterrey, Nuevo Leon, Mexico",http://ufcstats.com/event-details/243b07fc65ccbb16,0,4 of 18,5 of 19,0,0,0:00,0,13 of 25,37 of 54,0,0,2:44,1 of 12,0 of 0,3 of 6,4 of 18,0 of 0,0 of 0,9 of 20,3 of 4,1 of 1,4 of 10,1 of 1,8 of 14
Anthony Perosh,Gian Villante,KO/TKO,1,2:56,3 Rnd (5-5-5),Greg Kleynjans,"November 14, 2015","Melbourne, Victoria, Australia",http://ufcstats.com/event-details/8d04923f2db59b7f,0,6 of 32,7 of 33,0,0,0:00,1,19 of 34,19 of 34,0,0,0:01,6 of 30,0 of 2,0 of 0,6 of 30,0 of 2,0 of 0,12 of 26,5 of 6,2 of 2,17 of 31,2 of 3,0 of 0
Ben Nguyen,Ryan Benoit,Submission,1,2:35,3 Rnd (5-5-5),Greg Kleynjans,"November 14, 2015","Melbourne, Victoria, Australia",http://ufcstats.com/event-details/8d04923f2db59b7f,0,11 of 18,20 of 37,2,0,2:18,0,1 of 6,1 of 6,0,0,0:00,8 of 15,2 of 2,1 of 1,5 of 9,1 of 1,5 of 8,1 of 6,0 of 0,0 of 0,1 of 6,0 of 0,0 of 0
Richard Walsh,Steve Kennedy,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),John Sharp,"November 14, 2015","Melbourne, Victoria, Australia",http://ufcstats.com/event-details/8d04923f2db59b7f,0,34 of 63,34 of 63,0,0,0:06,0,10 of 34,13 of 37,0,0,2:22,17 of 43,4 of 5,13 of 15,25 of 48,9 of 15,0 of 0,10 of 33,0 of 1,0 of 0,9 of 31,0 of 1,1 of 2
Uriah Hall,Robert Whittaker,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Steve Perceval,"November 14, 2015","Melbourne, Victoria, Australia",http://ufcstats.com/event-details/8d04923f2db59b7f,0,9 of 16,11 of 18,0,1,0:12,0,25 of 49,37 of 61,0,0,2:20,3 of 9,1 of 2,5 of 5,8 of 14,0 of 0,1 of 2,14 of 34,1 of 3,10 of 12,13 of 32,0 of 0,12 of 17
Kyle Noke,Peter Sobotta,KO/TKO,1,2:01,3 Rnd (5-5-5),Steve Perceval,"November 14, 2015","Melbourne, Victoria, Australia",http://ufcstats.com/event-details/8d04923f2db59b7f,1,23 of 43,24 of 44,0,0,0:00,0,2 of 6,2 of 6,0,0,0:14,13 of 30,2 of 4,8 of 9,11 of 21,0 of 0,12 of 22,2 of 5,0 of 1,0 of 0,2 of 6,0 of 0,0 of 0
Mark Hunt,Antonio Silva,KO/TKO,1,3:41,3 Rnd (5-5-5),John Sharp,"November 14, 2015","Melbourne, Victoria, Australia",http://ufcstats.com/event-details/8d04923f2db59b7f,1,12 of 18,13 of 19,0,0,0:02,0,9 of 17,9 of 17,0,0,0:00,7 of 13,2 of 2,3 of 3,10 of 15,0 of 1,2 of 2,2 of 6,2 of 5,5 of 6,9 of 17,0 of 0,0 of 0
Jake Matthews,Akbarh Arreola,TKO - Doctor's Stoppage,2,5:00,3 Rnd (5-5-5),Greg Kleynjans,"November 14, 2015","Melbourne, Victoria, Australia",http://ufcstats.com/event-details/8d04923f2db59b7f,0,21 of 48,24 of 54,0,0,0:59,1,19 of 39,20 of 40,0,0,1:59,14 of 39,3 of 4,4 of 5,7 of 18,3 of 4,11 of 26,16 of 32,1 of 4,2 of 3,8 of 20,0 of 1,11 of 18
Stefan Struve,Jared Rosholt,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,"November 14, 2015","Melbourne, Victoria, Australia",http://ufcstats.com/event-details/8d04923f2db59b7f,0,5 of 8,6 of 9,0,0,0:00,0,10 of 18,20 of 28,0,0,2:46,1 of 3,4 of 5,0 of 0,5 of 8,0 of 0,0 of 0,3 of 11,2 of 2,5 of 5,6 of 12,0 of 0,4 of 6
Ronda Rousey,Holly Holm,KO/TKO,2,0:59,5 Rnd (5-5-5-5-5),Herb Dean,"November 14, 2015","Melbourne, Victoria, Australia",http://ufcstats.com/event-details/8d04923f2db59b7f,0,15 of 50,19 of 54,0,0,0:04,0,27 of 40,27 of 40,0,0,0:12,11 of 44,4 of 6,0 of 0,11 of 45,4 of 5,0 of 0,19 of 32,3 of 3,5 of 5,23 of 35,4 of 4,0 of 1
Richie Vaculik,Danny Martinez,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),John Sharp,"November 14, 2015","Melbourne, Victoria, Australia",http://ufcstats.com/event-details/8d04923f2db59b7f,0,20 of 51,28 of 59,0,0,0:25,0,12 of 53,30 of 71,0,0,2:31,14 of 43,2 of 4,4 of 4,20 of 51,0 of 0,0 of 0,8 of 45,4 of 8,0 of 0,7 of 47,1 of 1,4 of 5
Clay Guida,Thiago Tavares,Submission,1,0:39,3 Rnd (5-5-5),Mario Yamasaki,"November 07, 2015","Sao Paulo, Sao Paulo, Brazil",http://ufcstats.com/event-details/5345f86680378fc1,0,3 of 11,3 of 11,0,0,0:18,0,2 of 7,2 of 7,1,0,0:01,2 of 10,0 of 0,1 of 1,3 of 11,0 of 0,0 of 0,2 of 7,0 of 0,0 of 0,2 of 7,0 of 0,0 of 0
Gleison Tibau,Abel Trujillo,DQ,1,1:45,3 Rnd (5-5-5),Keith Peterson,"November 07, 2015","Sao Paulo, Sao Paulo, Brazil",http://ufcstats.com/event-details/5345f86680378fc1,0,3 of 5,6 of 8,1,0,1:27,0,0 of 0,5 of 5,0,0,0:02,3 of 5,0 of 0,0 of 0,0 of 2,0 of 0,3 of 3,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0
Joanna Jedrzejczyk,Valerie Letourneau,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Steve Perceval,"November 14, 2015","Melbourne, Victoria, Australia",http://ufcstats.com/event-details/8d04923f2db59b7f,0,19 of 40,23 of 44,0,0,2:12,0,11 of 27,26 of 45,0,0,0:22,6 of 24,7 of 10,6 of 6,16 of 35,3 of 5,0 of 0,9 of 22,2 of 4,0 of 1,4 of 19,2 of 3,5 of 5
Yan Cabral,Johnny Case,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,"November 07, 2015","Sao Paulo, Sao Paulo, Brazil",http://ufcstats.com/event-details/5345f86680378fc1,0,9 of 15,9 of 17,0,0,2:07,0,14 of 40,19 of 46,0,1,0:34,5 of 11,2 of 2,2 of 2,9 of 15,0 of 0,0 of 0,8 of 29,2 of 7,4 of 4,10 of 35,3 of 3,1 of 2
Thomas Almeida,Anthony Birchak,KO/TKO,1,4:24,3 Rnd (5-5-5),Keith Peterson,"November 07, 2015","Sao Paulo, Sao Paulo, Brazil",http://ufcstats.com/event-details/5345f86680378fc1,1,24 of 50,26 of 52,0,0,0:05,0,27 of 91,27 of 91,0,0,0:22,19 of 44,4 of 5,1 of 1,18 of 43,6 of 7,0 of 0,16 of 71,3 of 10,8 of 10,24 of 84,3 of 7,0 of 0
Gilbert Burns,Rashid Magomedov,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Keith Peterson,"November 07, 2015","Sao Paulo, Sao Paulo, Brazil",http://ufcstats.com/event-details/5345f86680378fc1,0,11 of 27,11 of 27,0,0,1:08,0,19 of 39,27 of 47,0,0,0:02,6 of 17,2 of 5,3 of 5,11 of 26,0 of 1,0 of 0,14 of 31,4 of 7,1 of 1,19 of 39,0 of 0,0 of 0
Fabio Maldonado,Corey Anderson,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,"November 07, 2015","Sao Paulo, Sao Paulo, Brazil",http://ufcstats.com/event-details/5345f86680378fc1,0,8 of 21,15 of 28,0,0,0:00,0,29 of 67,44 of 91,0,0,2:22,4 of 13,4 of 8,0 of 0,6 of 17,2 of 4,0 of 0,19 of 54,9 of 12,1 of 1,17 of 47,3 of 7,9 of 13
Cathal Pendred,Tom Breese,KO/TKO,1,4:37,3 Rnd (5-5-5),Leon Roberts,"October 24, 2015","Dublin, Leinster, Ireland",http://ufcstats.com/event-details/f3155a94ca420126,0,5 of 24,8 of 28,0,0,0:29,1,23 of 35,24 of 36,0,0,0:03,2 of 17,2 of 2,1 of 5,3 of 22,2 of 2,0 of 0,20 of 32,3 of 3,0 of 0,22 of 34,1 of 1,0 of 0
Glover Teixeira,Patrick Cummins,KO/TKO,2,1:12,3 Rnd (5-5-5),Herb Dean,"November 07, 2015","Sao Paulo, Sao Paulo, Brazil",http://ufcstats.com/event-details/5345f86680378fc1,0,32 of 63,34 of 65,0,0,0:02,0,30 of 75,35 of 80,0,0,1:20,30 of 60,2 of 3,0 of 0,32 of 63,0 of 0,0 of 0,20 of 65,7 of 7,3 of 3,19 of 62,11 of 13,0 of 0
Alex Oliveira,Piotr Hallmann,KO/TKO,3,0:51,3 Rnd (5-5-5),Mario Yamasaki,"November 07, 2015","Sao Paulo, Sao Paulo, Brazil",http://ufcstats.com/event-details/5345f86680378fc1,0,26 of 65,28 of 67,0,0,2:40,0,19 of 35,27 of 43,0,0,0:07,20 of 57,5 of 7,1 of 1,13 of 36,13 of 29,0 of 0,12 of 24,4 of 6,3 of 5,7 of 15,12 of 20,0 of 0
Vitor Belfort,Dan Henderson,KO/TKO,1,2:07,5 Rnd (5-5-5-5-5),Mario Yamasaki,"November 07, 2015","Sao Paulo, Sao Paulo, Brazil",http://ufcstats.com/event-details/5345f86680378fc1,1,6 of 11,6 of 11,0,0,0:07,0,3 of 3,3 of 3,0,0,0:00,5 of 10,1 of 1,0 of 0,1 of 1,2 of 3,3 of 7,0 of 0,0 of 0,3 of 3,3 of 3,0 of 0,0 of 0
Aisling Daly,Ericka Almeida,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Piotr Michalak,"October 24, 2015","Dublin, Leinster, Ireland",http://ufcstats.com/event-details/f3155a94ca420126,0,11 of 26,53 of 71,0,0,3:45,0,10 of 19,35 of 47,0,0,0:46,9 of 22,2 of 4,0 of 0,1 of 5,6 of 11,4 of 10,6 of 11,3 of 7,1 of 1,1 of 3,9 of 16,0 of 0
Darren Elkins,Robert Whiteford,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc Goddard,"October 24, 2015","Dublin, Leinster, Ireland",http://ufcstats.com/event-details/f3155a94ca420126,0,9 of 52,20 of 65,0,0,1:41,0,9 of 26,15 of 32,0,0,0:29,7 of 50,2 of 2,0 of 0,3 of 45,2 of 3,4 of 4,9 of 26,0 of 0,0 of 0,7 of 24,0 of 0,2 of 2
Scott Askham,Krzysztof Jotko,Decision - Split,3,5:00,3 Rnd (5-5-5),Kevin Sataki,"October 24, 2015","Dublin, Leinster, Ireland",http://ufcstats.com/event-details/f3155a94ca420126,0,7 of 12,12 of 17,1,0,0:00,0,19 of 32,55 of 70,0,0,3:29,3 of 8,0 of 0,4 of 4,4 of 9,0 of 0,3 of 3,14 of 27,2 of 2,3 of 3,3 of 10,0 of 0,16 of 22
Nicolas Dalby,Darren Till,Decision - Majority,3,5:00,3 Rnd (5-5-5),Marc Goddard,"October 24, 2015","Dublin, Leinster, Ireland",http://ufcstats.com/event-details/f3155a94ca420126,0,12 of 33,15 of 36,0,0,0:25,1,26 of 40,26 of 40,0,0,0:06,6 of 22,2 of 5,4 of 6,6 of 25,6 of 8,0 of 0,17 of 29,8 of 10,1 of 1,16 of 23,3 of 6,7 of 11
Neil Seery,Jon Delos Reyes,Submission,2,4:12,3 Rnd (5-5-5),Kevin Sataki,"October 24, 2015","Dublin, Leinster, Ireland",http://ufcstats.com/event-details/f3155a94ca420126,0,28 of 68,30 of 70,0,0,1:07,0,12 of 49,12 of 49,0,0,0:59,24 of 63,0 of 1,4 of 4,25 of 61,3 of 5,0 of 2,7 of 43,5 of 6,0 of 0,6 of 41,5 of 6,1 of 2
Stevie Ray,Mickael Lebout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Leon Roberts,"October 24, 2015","Dublin, Leinster, Ireland",http://ufcstats.com/event-details/f3155a94ca420126,0,18 of 50,18 of 50,0,0,0:00,0,5 of 50,5 of 50,0,0,0:00,11 of 40,4 of 5,3 of 5,18 of 50,0 of 0,0 of 0,5 of 45,0 of 4,0 of 1,5 of 49,0 of 1,0 of 0
Norman Parke,Reza Madadi,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Leon Roberts,"October 24, 2015","Dublin, Leinster, Ireland",http://ufcstats.com/event-details/f3155a94ca420126,0,12 of 43,12 of 43,0,0,0:56,0,6 of 19,7 of 20,0,0,1:06,8 of 36,4 of 7,0 of 0,11 of 41,1 of 2,0 of 0,3 of 15,2 of 3,1 of 1,5 of 17,1 of 2,0 of 0
Paddy Holohan,Louis Smolka,Submission,2,4:09,3 Rnd (5-5-5),Marc Goddard,"October 24, 2015","Dublin, Leinster, Ireland",http://ufcstats.com/event-details/f3155a94ca420126,0,11 of 19,19 of 28,0,1,2:43,0,19 of 27,23 of 31,0,1,1:08,4 of 10,6 of 8,1 of 1,3 of 9,1 of 3,7 of 7,15 of 23,3 of 3,1 of 1,13 of 21,1 of 1,5 of 5
Richard Walsh,Viscardi Andrade,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc Goddard,"March 19, 2016","Brisbane, Queensland, Australia",http://ufcstats.com/event-details/e60201cfab7d656d,0,10 of 47,24 of 61,0,0,0:00,0,19 of 40,33 of 62,0,0,2:19,7 of 39,1 of 5,2 of 3,10 of 47,0 of 0,0 of 0,16 of 35,1 of 3,2 of 2,16 of 36,0 of 0,3 of 4
Jared Cannonier,Cyril Asker,KO/TKO,1,2:44,3 Rnd (5-5-5),Grant Waterman,"April 10, 2016","Zagreb, Croatia",http://ufcstats.com/event-details/4887e5bc4dbb73ff,1,27 of 34,27 of 34,0,0,0:06,0,13 of 39,13 of 39,0,0,0:40,15 of 22,9 of 9,3 of 3,17 of 24,4 of 4,6 of 6,10 of 35,3 of 4,0 of 0,12 of 38,1 of 1,0 of 0
Karolina Kowalkiewicz,Heather Clark,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc Goddard,"May 08, 2016","Rotterdam, Zuid-Holland, Netherlands",http://ufcstats.com/event-details/a314687f372b2cec,0,35 of 81,45 of 91,0,0,0:01,0,29 of 53,61 of 86,0,0,1:45,22 of 65,10 of 13,3 of 3,24 of 63,11 of 18,0 of 0,20 of 42,6 of 7,3 of 4,28 of 49,1 of 4,0 of 0
Ross Pearson,Chad Laprise,Decision - Split,3,5:00,3 Rnd (5-5-5),Steve Perceval,"March 19, 2016","Brisbane, Queensland, Australia",http://ufcstats.com/event-details/e60201cfab7d656d,0,13 of 45,13 of 45,0,0,0:00,0,18 of 55,18 of 55,0,0,0:00,3 of 34,3 of 4,7 of 7,13 of 45,0 of 0,0 of 0,14 of 51,2 of 2,2 of 2,18 of 55,0 of 0,0 of 0
Chris de la Rocha,Adam Milstead,KO/TKO,2,4:01,3 Rnd (5-5-5),Chris Tognoni,"May 29, 2016","Las Vegas, Nevada, USA",http://ufcstats.com/event-details/990060b2a68a7b82,0,24 of 62,27 of 65,0,0,1:58,0,32 of 60,35 of 63,0,0,0:13,16 of 52,6 of 8,2 of 2,19 of 56,5 of 6,0 of 0,27 of 55,4 of 4,1 of 1,25 of 51,5 of 7,2 of 2
Alessio Di Chirico,Bojan Velickovic,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Kevin Sataki,"April 10, 2016","Zagreb, Croatia",http://ufcstats.com/event-details/4887e5bc4dbb73ff,0,22 of 55,22 of 55,0,0,0:00,0,20 of 49,20 of 49,0,0,0:00,11 of 35,6 of 13,5 of 7,22 of 55,0 of 0,0 of 0,6 of 32,3 of 5,11 of 12,20 of 49,0 of 0,0 of 0
Yuta Sasaki,Willie Gates,Submission,2,3:30,3 Rnd (5-5-5),Rich Mitchell,"May 08, 2016","Rotterdam, Zuid-Holland, Netherlands",http://ufcstats.com/event-details/a314687f372b2cec,0,2 of 15,4 of 19,0,0,0:37,0,7 of 21,25 of 39,0,0,3:07,1 of 13,1 of 2,0 of 0,2 of 15,0 of 0,0 of 0,4 of 17,2 of 3,1 of 1,5 of 14,0 of 5,2 of 2
Alan Patrick,Damien Brown,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Greg Kleynjans,"March 19, 2016","Brisbane, Queensland, Australia",http://ufcstats.com/event-details/e60201cfab7d656d,0,8 of 13,37 of 45,1,0,3:25,0,8 of 12,19 of 24,0,0,0:36,7 of 11,1 of 2,0 of 0,4 of 7,0 of 0,4 of 6,7 of 11,1 of 1,0 of 0,3 of 5,0 of 0,5 of 7
Kevin Casey,Elvis Mutapcic,Decision - Split,3,5:00,3 Rnd (5-5-5),Jason Herzog,"June 04, 2016","Los Angeles, California, USA",http://ufcstats.com/event-details/ff4c3ab594c7fac3,0,21 of 32,36 of 47,0,0,2:42,0,7 of 12,21 of 27,0,0,0:00,3 of 13,11 of 12,7 of 7,9 of 19,1 of 1,11 of 12,2 of 6,4 of 5,1 of 1,5 of 10,2 of 2,0 of 0
Marco Polo Reyes,Dong Hyun Ma,KO/TKO,3,1:52,3 Rnd (5-5-5),Mike Beltran,"June 04, 2016","Los Angeles, California, USA",http://ufcstats.com/event-details/ff4c3ab594c7fac3,1,43 of 106,52 of 115,0,0,1:03,0,23 of 64,25 of 66,0,0,0:55,39 of 96,4 of 7,0 of 3,32 of 84,5 of 10,6 of 12,22 of 62,1 of 2,0 of 0,13 of 50,10 of 14,0 of 0
Ali Bagautinov,Geane Herrera,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jerin Valel,"June 18, 2016","Ottawa, Ontario, Canada",http://ufcstats.com/event-details/563d051c9e769b24,0,41 of 56,53 of 69,0,0,2:42,0,3 of 6,7 of 10,0,0,0:00,21 of 34,16 of 17,4 of 5,17 of 28,0 of 0,24 of 28,3 of 6,0 of 0,0 of 0,0 of 3,0 of 0,3 of 3
Jake Matthews,Kevin Lee,KO/TKO,1,4:06,3 Rnd (5-5-5),Jason Herzog,"July 08, 2016","Las Vegas, Nevada, USA",http://ufcstats.com/event-details/cd42bbe8887bba90,0,5 of 13,5 of 13,0,0,0:00,0,24 of 38,36 of 51,0,0,2:35,4 of 11,1 of 2,0 of 0,4 of 11,1 of 2,0 of 0,21 of 35,3 of 3,0 of 0,2 of 6,2 of 3,20 of 29
Li Jingliang,Anton Zafir,KO/TKO,1,2:46,3 Rnd (5-5-5),Chris Tognoni,"July 08, 2016","Las Vegas, Nevada, USA",http://ufcstats.com/event-details/cd42bbe8887bba90,0,6 of 15,11 of 20,0,1,0:20,0,5 of 9,15 of 19,0,0,1:21,5 of 13,0 of 1,1 of 1,1 of 10,0 of 0,5 of 5,1 of 5,1 of 1,3 of 3,4 of 8,1 of 1,0 of 0
Devin Clark,Alex Nicholson,KO/TKO,1,4:57,3 Rnd (5-5-5),Bobby  Wombacher,"July 13, 2016","Sioux Falls, South Dakota, USA",http://ufcstats.com/event-details/5e7a28f20927d64a,1,14 of 20,30 of 37,1,0,2:45,1,18 of 31,20 of 33,0,0,0:01,7 of 13,7 of 7,0 of 0,8 of 12,3 of 4,3 of 4,6 of 18,5 of 5,7 of 8,12 of 24,3 of 4,3 of 3
Scott Holtzman,Cody Pfister,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Kevin MacDonald,"July 13, 2016","Sioux Falls, South Dakota, USA",http://ufcstats.com/event-details/5e7a28f20927d64a,0,27 of 55,35 of 64,0,0,0:48,0,14 of 53,16 of 55,0,0,0:40,15 of 42,8 of 9,4 of 4,18 of 44,9 of 11,0 of 0,11 of 50,3 of 3,0 of 0,8 of 45,6 of 8,0 of 0
Rani Yahya,Matthew Lopez,Submission,3,4:19,3 Rnd (5-5-5),Bobby  Wombacher,"July 13, 2016","Sioux Falls, South Dakota, USA",http://ufcstats.com/event-details/5e7a28f20927d64a,0,20 of 44,31 of 55,0,0,1:22,0,10 of 25,14 of 29,1,1,0:54,13 of 35,3 of 5,4 of 4,18 of 39,0 of 1,2 of 4,5 of 20,2 of 2,3 of 3,9 of 24,0 of 0,1 of 1
Luis Henrique,Dmitrii Smoliakov,Submission,2,3:58,3 Rnd (5-5-5),Robert Madrigal,"July 23, 2016","Chicago, Illinois, USA",http://ufcstats.com/event-details/8a028648f3f0761d,0,16 of 35,30 of 55,0,0,2:49,0,12 of 28,55 of 75,0,0,0:00,12 of 31,4 of 4,0 of 0,4 of 12,4 of 9,8 of 14,7 of 22,3 of 3,2 of 3,5 of 18,7 of 10,0 of 0
Cortney Casey,Cristina Stanciu,KO/TKO,1,2:36,3 Rnd (5-5-5),Bobby  Wombacher,"July 13, 2016","Sioux Falls, South Dakota, USA",http://ufcstats.com/event-details/5e7a28f20927d64a,0,19 of 28,31 of 42,0,0,0:58,0,5 of 12,5 of 12,0,0,0:00,18 of 26,0 of 0,1 of 2,3 of 10,0 of 0,16 of 18,2 of 8,1 of 1,2 of 3,4 of 11,1 of 1,0 of 0
Alex Oliveira,James Moontasri,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,"July 23, 2016","Chicago, Illinois, USA",http://ufcstats.com/event-details/8a028648f3f0761d,0,11 of 18,42 of 56,0,0,2:43,0,6 of 11,15 of 23,0,0,1:10,2 of 8,7 of 8,2 of 2,1 of 5,10 of 13,0 of 0,2 of 4,1 of 3,3 of 4,0 of 4,6 of 7,0 of 0
Darren Elkins,Godofredo Pepey,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,"July 23, 2016","Chicago, Illinois, USA",http://ufcstats.com/event-details/8a028648f3f0761d,0,6 of 7,66 of 73,0,0,3:39,0,5 of 9,13 of 22,2,1,0:50,6 of 7,0 of 0,0 of 0,1 of 2,0 of 0,5 of 5,4 of 8,1 of 1,0 of 0,1 of 4,2 of 2,2 of 3
Kamaru Usman,Alexander Yakovlev,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),John McCarthy,"July 23, 2016","Chicago, Illinois, USA",http://ufcstats.com/event-details/8a028648f3f0761d,0,10 of 13,39 of 47,0,0,4:45,0,1 of 3,4 of 6,0,0,0:00,6 of 9,0 of 0,4 of 4,0 of 2,0 of 1,10 of 10,0 of 0,1 of 3,0 of 0,0 of 1,1 of 2,0 of 0
Michel Prazeres,JC Cottrell,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Robert Madrigal,"July 23, 2016","Chicago, Illinois, USA",http://ufcstats.com/event-details/8a028648f3f0761d,0,2 of 5,4 of 8,1,1,2:32,0,2 of 7,8 of 13,0,1,1:22,1 of 4,0 of 0,1 of 1,1 of 4,0 of 0,1 of 1,0 of 5,0 of 0,2 of 2,2 of 7,0 of 0,0 of 0
Jim Alers,Jason Knight,Decision - Split,3,5:00,3 Rnd (5-5-5),John McCarthy,"July 23, 2016","Chicago, Illinois, USA",http://ufcstats.com/event-details/8a028648f3f0761d,0,18 of 44,18 of 44,0,0,0:21,0,26 of 103,27 of 104,0,0,0:11,13 of 37,0 of 1,5 of 6,18 of 43,0 of 1,0 of 0,13 of 85,2 of 5,11 of 13,26 of 103,0 of 0,0 of 0
Felice Herrig,Kailin Curran,Submission,1,1:59,3 Rnd (5-5-5),John McCarthy,"July 23, 2016","Chicago, Illinois, USA",http://ufcstats.com/event-details/8a028648f3f0761d,0,13 of 30,15 of 32,1,0,1:00,0,5 of 17,7 of 19,0,0,0:00,5 of 19,5 of 7,3 of 4,13 of 30,0 of 0,0 of 0,4 of 16,1 of 1,0 of 0,5 of 17,0 of 0,0 of 0
Frankie Saenz,Eddie Wineland,KO/TKO,3,1:54,3 Rnd (5-5-5),Robert Madrigal,"July 23, 2016","Chicago, Illinois, USA",http://ufcstats.com/event-details/8a028648f3f0761d,0,17 of 33,31 of 49,0,0,1:22,0,12 of 40,21 of 49,0,0,0:00,10 of 21,0 of 3,7 of 9,16 of 31,0 of 0,1 of 2,12 of 38,0 of 2,0 of 0,11 of 39,0 of 0,1 of 1
Francis Ngannou,Bojan Mihajlovic,KO/TKO,1,1:34,3 Rnd (5-5-5),Herb Dean,"July 23, 2016","Chicago, Illinois, USA",http://ufcstats.com/event-details/8a028648f3f0761d,0,8 of 20,9 of 21,0,0,0:06,0,3 of 6,3 of 6,0,0,0:00,5 of 17,3 of 3,0 of 0,3 of 6,0 of 1,5 of 13,0 of 1,1 of 1,2 of 4,3 of 6,0 of 0,0 of 0
Edson Barboza,Gilbert Melendez,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),John McCarthy,"July 23, 2016","Chicago, Illinois, USA",http://ufcstats.com/event-details/8a028648f3f0761d,0,21 of 41,21 of 41,0,0,0:00,0,10 of 49,10 of 49,0,0,0:00,12 of 27,6 of 11,3 of 3,21 of 41,0 of 0,0 of 0,8 of 45,1 of 3,1 of 1,9 of 48,1 of 1,0 of 0
Michael Graves,Bojan Velickovic,Decision - Majority,3,5:00,3 Rnd (5-5-5),George Allen,"July 30, 2016","Atlanta, Georgia, USA",http://ufcstats.com/event-details/72cbe507644a587c,0,6 of 11,7 of 12,0,0,0:13,0,10 of 26,22 of 40,0,0,0:37,1 of 6,3 of 3,2 of 2,5 of 10,1 of 1,0 of 0,2 of 12,1 of 3,7 of 11,9 of 25,1 of 1,0 of 0
Holly Holm,Valentina Shevchenko,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Robert Madrigal,"July 23, 2016","Chicago, Illinois, USA",http://ufcstats.com/event-details/8a028648f3f0761d,0,15 of 28,23 of 36,0,0,1:03,0,13 of 27,21 of 35,0,0,0:04,4 of 13,2 of 2,9 of 13,12 of 25,3 of 3,0 of 0,5 of 13,1 of 4,7 of 10,13 of 25,0 of 2,0 of 0
